cause_bucket,movie_key,source_title,target_start_date,target_end_date,statuses,methods,notes,rows,article_title,article_url,raw_cache_path,sample_raw
possible_real_title_or_alias,joblo:US_CA:barbenheimer:2023-10-20,Barbenheimer,2023-10-20,2023-10-22,unmatched,normalized_exact,No movie title matched,1,"Box Office Predictions: Can the power of Scorsese, DeNiro & DiCaprio take down Taylor Swift?",https://www.joblo.com/box-office-predictions-can-the-power-of-scorsese-deniro-dicaprio-take-down-taylor-swift/,data/raw/joblo/71cb1199195cd76e1aecddf7fb9b2681526b521c34309513d98a0d60e4b4d93b.html,"Barbenheimer craze which saw it open to over $82 million domestic (as well as being, for my money, one of the best films of not just this year, but of all time). Right now Killers is tracking to open in the $20-$25 million range. Normally an opening in that range for a movie that cost $200 million to produce before marketing would be cause for alarm, but Apple knew what they were doing when they financed this films. They spent that money for a streaming movie that they are taking theatrical out of respect for the people involved (also so that it can qualify for Awards season, where the streamer has had success in the past when it won several awards, including Best Picture, for its excellent Coda just a few years ago)."
possible_real_title_or_alias,joblo:US_CA:eras-tour:2023-10-20,Eras Tour,2023-10-20,2023-10-22,unmatched,normalized_exact,No movie title matched,1,"Box Office Predictions: Can the power of Scorsese, DeNiro & DiCaprio take down Taylor Swift?",https://www.joblo.com/box-office-predictions-can-the-power-of-scorsese-deniro-dicaprio-take-down-taylor-swift/,data/raw/joblo/71cb1199195cd76e1aecddf7fb9b2681526b521c34309513d98a0d60e4b4d93b.html,"Eras Tour movie goes into its second week after securing a $92.8 million domestic opening ($3.2 million shy of what distributor AMC reported on Sunday, allowing Joker to keep a healthy first place finish for the October opening record). The question is how front loaded was this movie? Right now, tracking has this one losing about 60-70% of its audience which would put it around the $29 million mark. Judging from my local theater, last week nearly all shows were completely sold out, this week I am only noticing a few prime time slots filling up, but the majority of the showtimes seem to be fairly empty."
possible_real_title_or_alias,joblo:US_CA:grindhouse:2023-11-17,Grindhouse,2023-11-17,2023-11-19,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: The Hunger Games Prequel to lead the pack,https://www.joblo.com/box-office-predictions-the-hunger-games-prequel-to-lead-the-pack/,data/raw/joblo/9a0fd8a9004832757e25d810f927634b273e563c8edb9dbb696f7050a8369992.html,"Grindhouse. The idea must have festered in Roth’s head and now 16 years later, we finally get the feature length version starring the newly minted Sexiest Man Alive: Patrick Dempsey. Genre fans should propel this one to a low to mid teens opening which may seem low, until you realize the budget on this one is just $15 million."
possible_real_title_or_alias,joblo:US_CA:the-chosen-s4-eps-4-6:2024-02-16,The Chosen: S4 Eps 4-6,2024-02-16,2024-02-18,unmatched,normalized_exact,No movie title matched,1,Weekend Box Office Predictions: Will Madame Web be another box office flop?,https://www.joblo.com/weekend-box-office-predictions-madame-web/,data/raw/joblo/494b1a0628a18eea79bb04fe9c14545dceba61eb2d544238a669dcb14d790d00.html,The Chosen: S4 Eps 4-6: $6 million
possible_real_title_or_alias,joblo:US_CA:star-wars-the-phantom-menace-re-release:2024-05-03,Star Wars: The Phantom Menace (re-release),2024-05-03,2024-05-05,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Will the summer movie season kick off with a whimper or a bang?,https://www.joblo.com/box-office-predictions-the-fall-guy/,data/raw/joblo/6c287c7dce3bbe9d9152f1c78c26bd654c3932f40a3f8d0d0ef95c9a9f91c8a9.html,Star Wars: The Phantom Menace (re-release): $4 million
possible_real_title_or_alias,joblo:US_CA:horizon-part-one:2024-06-28,Horizon: Part One,2024-06-28,2024-06-30,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Will A Quiet Place top Inside Out 2?,https://www.joblo.com/will-a-quiet-place-top-inside-out-2/,data/raw/joblo/e0c417c73ae2288ca64d7d9031f8fa527dce4461550ec8311cfc3577e39c8f38.html,Horizon: Part One: $12 million
possible_real_title_or_alias,joblo:US_CA:the-chosen-the-last-supper-2:2025-04-04,The Chosen: The Last Supper 2,2025-04-04,2025-04-06,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Will Minecraft deliver WB a major hit?,https://www.joblo.com/will-minecraft-deliver-wb-a-major-hit/,data/raw/joblo/5bf98b7d3aaf508640b18047e21fca837fd417f18958a3f4e34840d89c02e872.html,The Chosen: The Last Supper 2: $11 million
possible_real_title_or_alias,joblo:US_CA:mission-impossible-the-final-reckoning:2025-05-23,Mission: Impossible – The Final Reckoning,2025-05-23,2025-05-25,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: Lilo & Stitch will top The Final Reckoning over Memorial Day,https://www.joblo.com/box-office-predictions-lilo-stitch-will-top-the-final-reckoning-over-memorial-day/,data/raw/joblo/71afa8f9fadd96fa48800f384040fff0f31ad682ab53fa45eb2faee10108cf67.html,Mission: Impossible – The Final Reckoning: $60 million
possible_real_title_or_alias,joblo:US_CA:mission-impossible-the-final-reckoning:2025-05-30,Mission: Impossible – The Final Reckoning,2025-05-30,2025-06-01,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: Lilo & Stitch and Tom Cruise should win another weekend,https://www.joblo.com/box-office-preview-lilo-stitch-and-tom-cruise-should-win-another-weekend/,data/raw/joblo/30eab1fb21fb1a708e5e4be5b19663ae8dcb671be2b4f687055d95bb36373d3a.html,Mission: Impossible – The Final Reckoning: $30 million
possible_real_title_or_alias,joblo:US_CA:mission-impossible-the-final-reckoning:2025-06-13,Mission: Impossible – The Final Reckoning,2025-06-13,2025-06-15,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: How to Train Your Dragon will soar high above the competition,https://www.joblo.com/box-office-predictions-how-to-train-your-dragon-will-soar-high-above-the-competition/,data/raw/joblo/422f9a08038ab22d81c19d85dabbd1e352068b56d46451400466b5bd9bc43c30.html,Mission: Impossible – The Final Reckoning: $8 million
possible_real_title_or_alias,joblo:US_CA:jurassic-park-iii:2025-07-04,Jurassic Park III,2025-07-04,2025-07-06,unmatched,normalized_exact,No movie title matched,1,"Box Office Predictions: Jurassic World: Rebirth will underwhelm, but still easily top the holiday weekend",https://www.joblo.com/box-office-predictions-jurassic-world-rebirth-will-underwhelm-but-still-easily-top-the-holiday-weekend/,data/raw/joblo/21e905588fd566c65ee359999ff7b7185bec2b30d376a94a91ab41445d47c994.html,"Jurassic Park III made $50.8 million back in 2001. Adjusted for inflation, even that would be more than Rebirth is expected to bring in."
possible_real_title_or_alias,joblo:US_CA:jurassic-park-rebirth:2025-07-25,Jurassic Park: Rebirth,2025-07-25,2025-07-27,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Will Fantastic Four have a bigger first weekend than Superman?,https://www.joblo.com/box-office-predictions-fantastic-four/,data/raw/joblo/ed7f97888c3ceaa634ac6743f935482b2b8df54dc5567e28f6b3f02c1919a988.html,"Jurassic Park: Rebirth is expected to follow closely with a $12 million weekend, keeping it on track for a $300 million final gross."
possible_real_title_or_alias,joblo:US_CA:fantastic-four-first-steps:2025-08-08,Fantastic Four: First Steps,2025-08-08,2025-08-10,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Will both Freakier Friday and Weapons dethrone Fantastic Four?,https://www.joblo.com/freakier-friday-and-weapons/,data/raw/joblo/65dea393dd38eeea72b8ff0c8d7450fa265d711614ef57846e0b1d3569c3f263.html,Fantastic Four: First Steps: $18 million
possible_real_title_or_alias,joblo:US_CA:fantastic-four-first-steps:2025-08-22,Fantastic Four: First Steps,2025-08-22,2025-08-24,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Weapons will easily top a sleepy weekend,https://www.joblo.com/box-office-predictions-weapons-will-easily-top-a-sleepy-weekend/,data/raw/joblo/702ba9d5a3d93b9996f4325dd56e925a4691ce1326e8b253bfe7b3881419225c.html,Fantastic Four: First Steps: $4.5
possible_real_title_or_alias,joblo:US_CA:the-war-of-the-roses:2025-09-05,The War of the Roses,2025-09-05,2025-09-07,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: The Conjuring: Last Rites to exorcise the top spot as Weapons continues to run free,https://www.joblo.com/the-conjuring-last-rites-box-office-predictions/,data/raw/joblo/7bd43140db9deb4b2b4dec02620fcf0a111079f7b681b69321ce2cdad333360d.html,"The War of the Roses, could pluck another $2 million from audiences, adding to the film’s $18.8M global take."
possible_real_title_or_alias,joblo:US_CA:chainsaw-man-the-movie:2025-10-24,Chainsaw Man: The Movie,2025-10-24,2025-10-26,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: The Boss takes on Chainsaw Man and Colleen Hoover,https://www.joblo.com/box-office-predictions-the-boss-takes-on-chainsaw-man-and-colleen-hoover/,data/raw/joblo/a47b3525e0425286768881b6503d2bea3acf23041e6af0139e8016cd6f1da198.html,"Chainsaw Man: The Movie. Don’t expect it to have the same kind of smash opening, but it should still manage a debut north of $10 million, which would be a great number for the studio."
possible_real_title_or_alias,joblo:US_CA:the-black-phone-2:2025-10-24,The Black Phone 2,2025-10-24,2025-10-26,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: The Boss takes on Chainsaw Man and Colleen Hoover,https://www.joblo.com/box-office-predictions-the-boss-takes-on-chainsaw-man-and-colleen-hoover/,data/raw/joblo/a47b3525e0425286768881b6503d2bea3acf23041e6af0139e8016cd6f1da198.html,"The Black Phone 2. This should make it his third, with a projected $20 million opening. Poor reviews, however, will likely keep it from catching on the way"
possible_real_title_or_alias,joblo:US_CA:chainsaw-man-the-movie:2025-10-31,Chainsaw Man: The Movie,2025-10-31,2025-11-02,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Kpop Demon Hunters will lead a (very) slow weekend,https://www.joblo.com/kpop-demon-hunters-will-lead/,data/raw/joblo/43d2298a17d5c2ff43dad962b3aa2b29afab2a7725d3bb4d71d9a1fd6465207c.html,Chainsaw Man: The Movie: $6 million
possible_real_title_or_alias,joblo:US_CA:fire-and-ash:2025-12-26,Fire and Ash,2025-12-26,2025-12-28,unmatched,normalized_exact,No movie title matched,1,Avatar: Fire and Ash already starting to rebound at the box office,https://www.joblo.com/avatar-fire-and-ash-already-starting-to-rebound-at-the-box-office/,data/raw/joblo/164bd8e2cdfc8b25f7aea0077007c3402623fcf3b732008f58d9fc88151afd07.html,"Fire and Ash adds another $50–60 million in the following week, it could exit the holiday corridor with a domestic total near $300 million—a very solid outcome by any metric. Considering how little competition it has in January, a $400-450 final gross seems likely."
possible_real_title_or_alias,joblo:US_CA:ready-or-not-here-i-come:2026-03-27,Ready or Not: Here I Come,2026-03-27,2026-03-29,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Project Hail Mary has an easy path to number 1,https://www.joblo.com/box-office-predictions-project-hail-mary/,data/raw/joblo/a71e749b7f9b250c1a31c606646af22d246f82b5f6daed271749b0dd7f799f93.html,Ready or Not: Here I Come: $5 million
prose_fragment,joblo:US_CA:fourth-of-july-weekend:2022-07-15,"Fourth of July weekend,",2022-07-15,2022-07-17,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Thor: Love and Thunder will maintain the top spot as two newcomers offer up counter-programming,https://www.joblo.com/box-office-predictions-thor-love-and-thunder-counter-programming/,data/raw/joblo/7e1adc2551ab5e5b00c07d53034772f3497363672af034fad3fee6f7789a2724.html,"Fourth of July weekend, and even with the arrival of another animated film (Paws of Fury: The Legend of Hank), I think kids and families will continue to make this their top animated option. I’m predicting $25 million for the third weekend of"
prose_fragment,joblo:US_CA:so-now-on-to-the-second-of-our-barbenheimer-films-christopher-nolans-r-rated-3-hour-opus-about-j-robert-oppenheimer-a-man-many-deem-the-most-important-figure-in-the-history-of-the-world-what-makes-this-barbenheimer-phenomenon-so-unique-is-that-many-people-are-taking-the-opportunity-to-see-these-opposing-films-on-the-same-day-amc-currently-reports-that-over-40-000-movie-goers-have-purchased-tickets-for-both-films-on-the-same-day-with-the-national-association-of-theatre-owners-saying-that-over-200-thousand-audience-members-have-purchased-same-day-tickets-for-both-films-right-now-oppenheimer-is-tracking-for-a-50-million-opening-which-with-the-exception-of-the-covid-release-of-tenet-is-right-around-where-all-of-nolans-post-dark-knight-trilogy-films-open-inception-62-7-million-interstellar:2023-07-21,"So now on to the second of our Barbenheimer films, Christopher Nolan’s R rated 3-hour opus about J. Robert Oppenheimer, a man many deem the most important figure in the history of the world. What makes this Barbenheimer phenomenon so unique is that many people are taking the opportunity to see these opposing films on the same day. AMC currently reports that over 40,000 movie goers have purchased tickets for both films on the same day with the National Association of Theatre Owners saying that over 200 thousand audience members have purchased same day tickets for both films. Right now Oppenheimer is tracking for a $50 million opening, which, with the exception of the covid release of Tenet, is right around where all of Nolan’s post Dark Knight Trilogy films open (Inception: 62.7 million; Interstellar",2023-07-21,2023-07-23,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Barbenheimer is upon us!,https://www.joblo.com/box-office-predictions-barbenheimer-is-upon-us/,data/raw/joblo/81a4da4fb06b46edcea13711e7fa037fcd49c6b48ec3f18792de0af86ba8b327.html,"So now on to the second of our Barbenheimer films, Christopher Nolan’s R rated 3-hour opus about J. Robert Oppenheimer, a man many deem the most important figure in the history of the world. What makes this Barbenheimer phenomenon so unique is that many people are taking the opportunity to see these opposing films on the same day. AMC currently reports that over 40,000 movie goers have purchased tickets for both films on the same day with the National Association of Theatre Owners saying that over 200 thousand audience members have purchased same day tickets for both films. Right now Oppenheimer is tracking for a $50 million opening, which, with the exception of the covid release of Tenet, is right around where all of Nolan’s post Dark Knight Trilogy films open (Inception: 62.7 million; Interstellar: $47.5 million; Dunkirk: $50.5 million.) The good news for Oppenheimer is that even if it opens at that $50 million range (which I’m going to say the film can get to $60 million, the anticipation and solid reviews for this one, including an 8/10 from our own Eric Walkuski, are enough to overcome its lengthy run time) Nolan films tend to have legs as they are geared more towards an audience that doesn’t always rush out to the theaters on opening weekend. This could also be a film that plays much like Avatar: The Way of Water where audiences are willing to wait it out to make sure they get the optimal seats in the biggest theaters. I have my ticket ready to go for tonight’s 5pm showing, I am even driving an hour out of my way to see it in a true 70mm screening!"
typo_or_truncated_title,joblo:US_CA:avatar-fire-and-ice:2026-01-02,Avatar: Fire and Ice,2026-01-02,2026-01-04,unmatched,normalized_exact,No movie title matched,1,The Stranger Things finale grossed at least $25 million - but Netflix only plans 17 day release window for WB movies?,https://www.joblo.com/the-stranger-things-finale-grossed-at-least-25-million-but-netflix-only-plans-17-day-release-window-for-wb-movies/,data/raw/joblo/a685fc17ca20194a4eb76fc160a0f60f72cbf565a85a9e4314b225bc1460ef69.html,Avatar: Fire and Ice: $50 million
typo_or_truncated_title,joblo:US_CA:years-later-the-bone-temple:2026-01-23,Years Later: The Bone Temple,2026-01-23,2026-01-25,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Will Chris Pratt's Mercy manage to overtake Avatar 3 or will it fall flat?,https://www.joblo.com/box-office-predictions-mercy/,data/raw/joblo/56a07ed629e154b91fb9e8c4b3d45d847326749e944880d0070b83d39c1da1ef.html,28 Years Later: The Bone Temple: $7 million
